Id;Date;Country;Description First;Quantity First;Price First;Total Price First;Description Second;Quantity Second;Price Second;Total Price Second
17576;2009-12-17 16:58:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;VICTORIAN SEWING BOX SMALL ;4.0;5.95;23.8
16200;2009-12-17 17:16:00;United Kingdom;ASSORTED COLOUR BIRD ORNAMENT;48;1.69;81.12;IVORY HANGING DECORATION  BUTTERFLY;48.0;0.85;40.8
15302;2009-12-17 17:39:00;United Kingdom;SILVER CHRISTMAS TREE BAUBLE STAND ;-1;16.95;-16.95;;;;
16670;2009-12-17 17:41:00;United Kingdom;RETRO SPOT STORAGE JAR;-1;3.75;-3.75;RETRO SPOT TRADITIONAL TEAPOT ;-1.0;7.95;-7.95
14911;2009-12-17 17:43:00;EIRE;Manual;1;803.25;803.25;;;;
14911;2009-12-17 17:44:00;EIRE;Manual;-1;803.25;-803.25;;;;
15428;2009-12-17 17:46:00;United Kingdom;WHITE HYDRANGEA ART FLOWER;12;2.1;25.200000000000003;FAIRY CAKE FLANNEL ASSORTED COLOUR;9.0;2.55;22.95
13834;2009-12-17 17:47:00;United Kingdom;CAKE STAND LOVEBIRD 2 TIER WHITE;-1;9.95;-9.95;PICTURE FRAME WOOD TRIPLE PORTRAIT;-2.0;6.75;-13.5
16717;2009-12-17 17:48:00;United Kingdom;EIGHT PIECE DINOSAUR SET;-1;1.25;-1.25;TRADITIONAL WOODEN CATCH CUP GAME ;-7.0;1.25;-8.75
15782;2009-12-17 17:50:00;United Kingdom;EAU DE NIL DINER WALL CLOCK;-1;7.65;-7.65;;;;
17476;2009-12-17 17:51:00;United Kingdom;WOODEN BOX ADVENT CALENDAR ;-2;8.95;-17.9;;;;
14290;2009-12-17 17:52:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;-1;2.55;-2.55;PINK CHERRY LIGHTS;-1.0;5.45;-5.45
15805;2009-12-17 17:53:00;United Kingdom;EAU DE NIL DINER WALL CLOCK;-1;8.5;-8.5;;;;
16720;2009-12-17 17:54:00;United Kingdom;STRING OF 20 ROSE LIGHTS;1;12.75;12.75;DIAMANTE HEART SHAPED WALL MIRROR- ;1.0;12.75;12.75
14112;2009-12-17 17:56:00;United Kingdom;PINK  SPOTTY CUP;-1;0.85;-0.85;JUMBO BAG RED WHITE SPOTTY ;-1.0;1.95;-1.95
14831;2009-12-17 17:57:00;United Kingdom;LARGE HEART MEASURING SPOONS;-1;1.65;-1.65;RETRO SPOT TRADITIONAL TEAPOT ;-1.0;7.95;-7.95
13611;2009-12-17 17:58:00;United Kingdom;CAT BOWL ;-1;2.55;-2.55;COSY SLIPPER SHOES SMALL  RED ;-5.0;2.95;-14.75
16202;2009-12-17 18:00:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;-1;4.95;-4.95;;;;
12709;2009-12-17 18:01:00;Germany;RED SPOTTY CHILDS UMBRELLA;-1;3.25;-3.25;;;;
15602;2009-12-17 18:02:00;United Kingdom;15CM CHRISTMAS GLASS BALL 20 LIGHTS;-1;6.95;-6.95;COLOUR GLASS. STAR T-LIGHT HOLDER;-4.0;2.75;-11.0
13089;2009-12-17 18:04:00;United Kingdom;CERAMIC BIRDHOUSE FINCH BLUE ROOF;-6;2.95;-17.700000000000003;;;;
16168;2009-12-17 18:06:00;United Kingdom;CHARLIE + LOLA RED HOT WATER BOTTLE;-1;2.95;-2.95;BLUE 3 PIECE MINI DOTS CUTLERY SET;-2.0;3.75;-7.5
15680;2009-12-17 18:08:00;United Kingdom;WHITE BEADED GARLAND STRING 20LIGHT;-4;6.35;-25.4;;;;
17675;2009-12-17 18:09:00;United Kingdom;COLOUR GLASS. STAR T-LIGHT HOLDER;-1;2.75;-2.75;ANTIQUE LILY FAIRY LIGHTS;-11.0;4.25;-46.75
16351;2009-12-17 18:10:00;United Kingdom;BUNNY WOODEN PAINTED WITH BIRD ;-1;0.85;-0.85;JIGSAW TREE WITH BIRDHOUSE;-1.0;1.45;-1.45
13643;2009-12-17 18:12:00;United Kingdom;TRIANGULAR POUFFE VINTAGE ;-1;14.95;-14.95;;;;
13141;2009-12-17 18:13:00;United Kingdom;JUMBO BAG PINK VINTAGE PAISLEY;-1;1.95;-1.95;RETRO SPOT TEA SET CERAMIC 11 PC ;-1.0;4.95;-4.95
13643;2009-12-17 18:13:00;United Kingdom;RED REINDEER STRING OF 20 LIGHTS;-1;4.95;-4.95;;;;
14606;2009-12-17 18:15:00;United Kingdom;LETTER inchGinch BLING KEY RING;-1;1.25;-1.25;RED 3 PIECE MINI DOTS CUTLERY SET;-1.0;3.75;-3.75
14307;2009-12-17 18:15:00;United Kingdom;15CM CHRISTMAS GLASS BALL 20 LIGHTS;-1;7.95;-7.95;;;;
13037;2009-12-17 18:16:00;United Kingdom;CAKE STAND WHITE TWO TIER LACE;-1;8.5;-8.5;DAIRY MAID CERAMIC BUTTER DISH;-3.0;4.25;-12.75
14861;2009-12-17 18:18:00;United Kingdom; SILVER T-LIGHT SETTING;-2;6.75;-13.5;;;;
18223;2009-12-17 18:19:00;United Kingdom;POPCORN HOLDER - SMALL ;-1;0.85;-0.85;SWEETHEART CERAMIC TRINKET BOX;-1.0;1.06;-1.06
14606;2009-12-17 18:20:00;United Kingdom;VICTORIAN SEWING BOX LARGE;2;12.75;25.5;CERAMIC CAKE STAND + HANGING CAKES;2.0;9.95;19.9
13394;2009-12-17 18:20:00;United Kingdom;SET/3 TALL GLASS CANDLE HOLDER PINK;-2;12.75;-25.5;;;;
13078;2009-12-17 18:23:00;United Kingdom;FULL ENGLISH BREAKFAST PLATE;-7;3.39;-23.73;;;;
17469;2009-12-17 18:24:00;United Kingdom;FLAT GLASS  BAUBLE WHITE FLOCK ;-1;0.85;-0.85;I CAN ONLY PLEASE ONE PERSON MUG;-4.0;1.25;-5.0
15805;2009-12-17 18:25:00;United Kingdom;RED/WHITE DOTS RUFFLED UMBRELLA;-2;4.95;-9.9;GOLD  CHERRY LIGHTS;-3.0;5.45;-16.35
16351;2009-12-17 18:35:00;United Kingdom;JUMBO BAG WOODLAND ANIMALS;10;1.95;19.5;JUMBO BAG OWLS;10.0;1.95;19.5
17776;2009-12-17 18:39:00;United Kingdom;CAKE STAND VICTORIAN FILIGREE MED;-1;6.75;-6.75;;;;
17961;2009-12-17 18:41:00;United Kingdom;LARGE STRIPES CHOCOLATE GIFT BAG;3;1.25;3.75;RED HEART SHAPE LOVE BUCKET ;1.0;2.95;2.95
12957;2009-12-17 18:44:00;United Kingdom;CREAM SWEETHEART MAGAZINE RACK;-1;16.95;-16.95;;;;
13173;2009-12-17 18:45:00;United Kingdom;S/4 CACTI CANDLES;-2;4.95;-9.9;;;;
15321;2009-12-17 18:46:00;United Kingdom;OVERNIGHT BAG VINTAGE ROSE PAISLEY;-3;4.95;-14.850000000000001;;;;
17095;2009-12-17 18:46:00;United Kingdom;RETRO SPOT CERAMIC TOASTRACK;-2;3.45;-6.9;;;;
13408;2009-12-17 18:47:00;United Kingdom;Discount;-1;6.85;-6.85;;;;
14341;2009-12-17 19:04:00;United Kingdom;RETRO SPOT TRADITIONAL TEAPOT ;-1;7.95;-7.95;;;;
16148;2009-12-17 19:06:00;United Kingdom;WHITE BEADED GARLAND STRING 20LIGHT;-1;6.35;-6.35;;;;
16148;2009-12-17 19:07:00;United Kingdom;CHILLI LIGHTS;-1;4.95;-4.95;ANTIQUE LILY FAIRY LIGHTS;-1.0;4.95;-4.95
16029;2009-12-17 19:11:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;-4;4.25;-17.0;;;;
14122;2009-12-17 19:15:00;United Kingdom;RETRO SPOT TEA SET CERAMIC 11 PC ;-1;4.95;-4.95;;;;
17165;2009-12-17 19:35:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;-1;1.25;-1.25;CERAMIC STRWBERRY DESIGN MUG;-1.0;1.49;-1.49
14702;2009-12-17 19:42:00;United Kingdom;SET 3 WICKER LOG BASKETS;2;19.95;39.9;ANTIQUE SILVER TEA GLASS ETCHED;18.0;1.25;22.5
15879;2009-12-17 19:54:00;United Kingdom;CROSS STITCH ALPHABET CUSHION COVER;3;5.95;17.85;BLUE NEW BAROQUE CANDLESTICK CANDLE;3.0;2.95;8.850000000000001
16556;2009-12-18 09:16:00;United Kingdom;ZINC METAL HEART DECORATION;24;1.25;30.0;HEART FILIGREE DOVE  SMALL;24.0;1.25;30.0
12471;2009-12-18 09:40:00;Germany;POPCORN HOLDER - LARGE;-1;1.65;-1.65;STRAWBERRY CERAMIC TRINKET BOX;-3.0;1.25;-3.75
17638;2009-12-18 09:58:00;United Kingdom;FOLDING UMBRELLA  PINK/WHITE  SPOT;168;1.95;327.59999999999997;FOLDING UMBRELLA - RED/WHITE SPOT;144.0;1.95;280.8
12471;2009-12-18 10:09:00;Germany;BEWARE OF THE CAT DOORMAT;1;6.75;6.75;;;;
12471;2009-12-18 10:10:00;Germany;RETRO SPOT TRADITIONAL TEAPOT ;-2;7.95;-15.9;;;;
12471;2009-12-18 10:11:00;Germany;BEWARE OF THE CAT DOORMAT;1;6.75;6.75;;;;
17913;2009-12-18 10:24:00;United Kingdom;SILVER PLATE CANDLE BOWL LARGE;11;3.75;41.25;RED 3 PIECE MINI DOTS CUTLERY SET;6.0;3.75;22.5
12708;2009-12-18 10:25:00;Germany;EASTER TIN BUCKET;8;2.55;20.4;HOOK- 5 HANGER - MAGIC TOADSTOOL;12.0;1.65;19.799999999999997
13468;2009-12-18 10:25:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;-6;1.25;-7.5;;;;
12826;2009-12-18 10:43:00;United Kingdom;CHARLIE + LOLA BISCUITS TINS;24;3.95;94.80000000000001;CHARLIE AND LOLA CHARLOTTE BAG;100.0;0.85;85.0
12346;2009-12-18 10:47:00;United Kingdom;This is a test product.;5;4.5;22.5;;;;
16772;2009-12-18 10:50:00;United Kingdom;TEA TIME CAKE STAND IN GIFT BOX;36;9.95;358.2;CERAMIC CAKE STAND + HANGING CAKES;24.0;8.5;204.0
15858;2009-12-18 10:54:00;United Kingdom;LARGE GLASS HEART TRINKET POT;-4;4.25;-17.0;;;;
12346;2009-12-18 10:55:00;United Kingdom;This is a test product.;1;1.0;1.0;;;;
15858;2009-12-18 10:57:00;United Kingdom;SMALL GLASS HEART TRINKET POT;4;2.1;8.4;;;;
14646;2009-12-18 10:59:00;Netherlands;DECORATION HEN ON NEST- HANGING;288;1.45;417.59999999999997;PEACH KNITTED HEN ;288.0;1.27;365.76
17927;2009-12-18 11:03:00;United Kingdom;OFFICE MUG WARMER PINK;12;4.95;59.400000000000006;HOT WATER BOTTLE TEA AND SYMPATHY;12.0;3.95;47.400000000000006
16029;2009-12-18 11:10:00;United Kingdom;TEA TIME CAKE STAND IN GIFT BOX;60;9.45;567.0;;;;
15311;2009-12-18 11:18:00;United Kingdom;BROWN FURRY HOT WATER BOTTLE;40;2.95;118.0;TEATIME CAKE TIN WITH HANDLE;8.0;8.95;71.6
15911;2009-12-18 11:32:00;United Kingdom;CHOCOLATE HOT WATER BOTTLE;8;4.95;39.6;SCOTTIE DOG HOT WATER BOTTLE;6.0;4.95;29.700000000000003
14083;2009-12-18 11:34:00;United Kingdom;SQUARE MIRROR CURTAIN;5;7.95;39.75;GRAND CHOCOLATECANDLE;9.0;1.45;13.049999999999999
14555;2009-12-18 11:39:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;12;4.95;59.400000000000006;FOLDING UMBRELLA - BLACK/BLUE  SPOT;12.0;4.95;59.400000000000006
16210;2009-12-18 11:59:00;United Kingdom;RETRO SPOT CAKE STAND;24;9.95;238.79999999999998;CERAMIC STRAWBERRY TRINKET TRAY;72.0;2.25;162.0
16296;2009-12-18 12:03:00;United Kingdom;GOLD JEWELERY BOX;12;3.95;47.400000000000006;WHITE HANGING HEART T-LIGHT HOLDER;12.0;2.95;35.400000000000006
18036;2009-12-18 12:04:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;12;2.95;35.400000000000006;COLOUR GLASS. STAR T-LIGHT HOLDER;4.0;3.25;13.0
12921;2009-12-18 12:06:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;48;1.25;60.0;6 SEGMENT COLOURED SNACK BOWL ;6.0;7.95;47.7
13921;2009-12-18 12:19:00;United Kingdom;BATH BUILDING BLOCK WORD;3;5.95;17.85;HOME BUILDING BLOCK WORD;3.0;5.95;17.85
17243;2009-12-18 12:21:00;United Kingdom;PINK CHERRY LIGHTS;6;6.75;40.5;LARGE STRAWBERRY CHOCOLATE CANDLE;12.0;2.55;30.599999999999998
14527;2009-12-18 12:23:00;United Kingdom;RED RETRO BAR STOOL;3;39.95;119.85000000000001;TEA TIME CAKE STAND IN GIFT BOX;12.0;9.95;119.39999999999999
14607;2009-12-18 12:24:00;United Kingdom;STRAWBERRY SHOPPER BAG;-100;1.06;-106.0;;;;
18037;2009-12-18 12:27:00;United Kingdom;BROWN FURRY HOT WATER BOTTLE;1;3.75;3.75;;;;
14063;2009-12-18 12:27:00;United Kingdom;S/16 VINTAGE BLACK CUTLERY;48;10.95;525.5999999999999;S/16 VINTAGE PISTACHIO CUTLERY;48.0;10.95;525.5999999999999
12455;2009-12-18 12:33:00;Cyprus;VINTAGE WOODEN PLATE RACK;2;39.95;79.9;CLASSIC METAL BIRDCAGE PLANT HOLDER;8.0;9.95;79.6
13995;2009-12-18 12:43:00;United Kingdom;RED TOADSTOOL LED NIGHT LIGHT;24;1.65;39.599999999999994;SET/5 RED SPOTTY LID GLASS BOWLS;12.0;2.95;35.400000000000006
12422;2009-12-18 12:44:00;Australia;CHARLOTTE BAG - SUKI DESIGN;20;0.85;17.0;LUNCH BAG CARS BLUE;10.0;1.65;16.5
16600;2009-12-18 12:59:00;United Kingdom;SET/3 TALL GLASS CANDLE HOLDER PINK;8;3.95;31.6;F FAIRY POTPOURRI CUSHIONS LAVENDER;36.0;0.65;23.400000000000002
17372;2009-12-18 13:03:00;United Kingdom;ASSORTED COLOUR MINI CASES;4;7.95;31.8; RED/WHITE DOT MINI CASES;4.0;7.95;31.8
14911;2009-12-18 13:35:00;EIRE;TEATIME CAKE TIN WITH HANDLE;4;9.95;39.8;RETRO SPOT LAMP;4.0;9.95;39.8
15768;2009-12-18 13:39:00;United Kingdom;CREAM SWEETHEART WALL CABINET;2;18.95;37.9;WOOD S/3 CABINET ANT WHITE FINISH;4.0;7.95;31.8
15768;2009-12-18 13:46:00;United Kingdom;POTTERING IN THE SHED METAL SIGN;12;1.95;23.4;FAIRY CAKE PLACEMATS;6.0;3.75;22.5
18037;2009-12-18 13:47:00;United Kingdom;SET OF THREE VINTAGE GIFT WRAPS;1;1.95;1.95;;;;
14156;2009-12-18 13:48:00;EIRE;FOLDING UMBRELLA - RED/WHITE SPOT;24;1.95;46.8;FOLDING UMBRELLA  PINK/WHITE  SPOT;24.0;1.95;46.8
14031;2009-12-18 14:08:00;United Kingdom;SET OF 3 GOLD FLYING DUCKS;-1;1.95;-1.95;SILVER RETRODISC LAMPSHADE;-1.0;1.95;-1.95
14911;2009-12-18 14:22:00;EIRE;TEA TIME CAKE STAND IN GIFT BOX;12;9.95;119.39999999999999;15CM CHRISTMAS GLASS BALL 20 LIGHTS;8.0;7.95;63.6
18071;2009-12-18 14:22:00;United Kingdom;DOOR MAT ENGLISH ROSE ;4;6.75;27.0;ANTIQUE GLASS HEART DECORATION ;12.0;1.95;23.4
14031;2009-12-18 14:22:00;United Kingdom;SET OF 3 GOLD FLYING DUCKS;-1;5.4;-5.4;SILVER RETRODISC LAMPSHADE;-1.0;8.46;-8.46
14031;2009-12-18 14:23:00;United Kingdom;KNITTED UNION FLAG HOT WATER BOTTLE;24;3.39;81.36;WHITE SKULL HOT WATER BOTTLE ;24.0;3.39;81.36
17028;2009-12-18 14:28:00;United Kingdom;WHITE WIRE EGG HOLDER;12;4.95;59.400000000000006;SET OF 4 DIAMOND NAPKIN RINGS;2.0;12.75;25.5
16222;2009-12-18 14:31:00;United Kingdom;WHITE WIRE EGG HOLDER;12;4.95;59.400000000000006;RETRO SPOT GIANT  TUBE MATCHES;12.0;2.55;30.599999999999998
13855;2009-12-18 14:54:00;United Kingdom;DOOR MAT NEW ENGLAND;6;6.75;40.5;HOME BUILDING BLOCK WORD;6.0;5.95;35.7
14401;2009-12-18 15:02:00;United Kingdom;DOOR MAT 3 SMILEY CATS;10;5.95;59.5;WOOD S/3 CABINET ANT WHITE FINISH;6.0;7.95;47.7
16746;2009-12-18 15:03:00;United Kingdom;LUNCHBOX WITH CUTLERY RETROSPOT ;60;2.1;126.0;LUNCHBOX WITH CUTLERY FAIRY CAKES ;60.0;2.1;126.0
12839;2009-12-18 15:06:00;United Kingdom;MUSHROOM BLUE HOT WATER BOTTLE;18;2.95;53.1;FAWN BLUE HOT WATER BOTTLE;12.0;2.95;35.400000000000006
15497;2009-12-18 15:08:00;United Kingdom;SET/3 ROSE CANDLE IN JEWELLED BOX;16;4.25;68.0;SET/3 OCEAN SCENT CANDLE JEWEL BOX;16.0;4.25;68.0
14949;2009-12-18 15:28:00;United Kingdom;FAIRY CAKE CANDLES;18;1.49;26.82;PLEASE ONE PERSON  METAL SIGN;12.0;2.1;25.200000000000003
17324;2009-12-18 15:29:00;United Kingdom;GREEN  SPOTTY PLATE ;16;1.69;27.04;GREEN SPOTTY BOWL;16.0;1.25;20.0
15409;2009-12-18 15:35:00;United Kingdom;FAIRY CAKE FLANNEL ASSORTED COLOUR;9;2.55;22.95;CREAM SLICE FLANNEL PINK SPOT ;6.0;2.95;17.700000000000003
13327;2009-12-18 15:35:00;United Kingdom;CHILLI LIGHTS;12;4.95;59.400000000000006;JUMBO BAG RED WHITE SPOTTY ;30.0;1.95;58.5
13781;2009-12-18 15:46:00;United Kingdom;GARLAND WITH HEARTS AND BELLS;6;4.95;29.700000000000003;ASSTD DESIGN RACING CAR PEN;16.0;1.69;27.04
16592;2009-12-18 15:57:00;United Kingdom;RETRO SPOT CAKE STAND;3;10.95;32.849999999999994;RED WOOLLY HOTTIE WHITE HEART.;8.0;3.75;30.0
15326;2009-12-18 16:04:00;United Kingdom; PEACE WOODEN BLOCK LETTERS;3;6.95;20.85;ANTIQUE LILY FAIRY LIGHTS;4.0;4.95;19.8
13468;2009-12-18 16:06:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;24;1.25;30.0;CAKE STAND 3 TIER MAGIC GARDEN;2.0;12.75;25.5
18252;2009-12-18 16:13:00;United Kingdom;FOLDING UMBRELLA  CHOC/WHITE  SPOT;24;1.95;46.8;FOLDING UMBRELLA  PINK/WHITE  SPOT;24.0;1.95;46.8
17969;2009-12-18 16:36:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;4;4.95;19.8;GREEN CHERRY LIGHTS;2.0;6.75;13.5
14031;2009-12-18 16:56:00;United Kingdom;SILVER RETRODISC LAMPSHADE;1;1.95;1.95;SET OF 3 GOLD FLYING DUCKS;1.0;1.95;1.95
14105;2009-12-18 16:57:00;United Kingdom;SET 10 LIGHTS NIGHT OWL;12;6.75;81.0;GREEN CHERRY LIGHTS;8.0;6.75;54.0
17841;2009-12-18 17:24:00;United Kingdom;SET/4 WHITE RETRO STORAGE CUBES ;1;39.95;39.95;KENSINGTON COFFEE SET;2.0;12.75;25.5
15856;2009-12-18 17:30:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;24;4.25;102.0;WHITE HANGING HEART T-LIGHT HOLDER;32.0;2.55;81.6
17243;2009-12-20 10:08:00;United Kingdom;OFFICE MUG WARMER BLACK+SILVER ;12;4.95;59.400000000000006;WOOD S/3 CABINET ANT WHITE FINISH;6.0;7.95;47.7
15841;2009-12-20 10:13:00;United Kingdom;ETCHED GLASS DROPLET DECORATION;192;0.38;72.96000000000001;PARTY BUNTING;15.0;4.65;69.75
13847;2009-12-20 10:41:00;United Kingdom;SET/3 TALL GLASS CANDLE HOLDER PINK;2;12.75;25.5;FAIRY CAKE FLANNEL ASSORTED COLOUR;9.0;2.55;22.95
18077;2009-12-20 10:43:00;United Kingdom;PAPER CHAIN KIT 50'S CHRISTMAS ;12;2.95;35.400000000000006;SET/4 BLUE FLOWER CANDLES IN BOWL;12.0;1.65;19.799999999999997
17372;2009-12-20 11:12:00;United Kingdom;RED WOOLLY HOTTIE WHITE HEART.;12;3.75;45.0;RETRO SPOT STORAGE JAR;5.0;3.75;18.75
17412;2009-12-20 11:17:00;United Kingdom;COFFEE MUG APPLES DESIGN;12;2.55;30.599999999999998;BIG DOUGHNUT FRIDGE MAGNETS;36.0;0.85;30.599999999999998
16011;2009-12-20 11:25:00;United Kingdom;ZINC METAL HEART DECORATION;12;1.25;15.0;ENCHANTED BIRD COATHANGER 5 HOOK;3.0;4.65;13.950000000000001
17865;2009-12-20 11:36:00;United Kingdom;RETRO SPOTS BUTTER DISH;18;4.25;76.5;RETRO SPOT TRADITIONAL TEAPOT ;8.0;7.95;63.6
13542;2009-12-20 11:50:00;United Kingdom;SPOTTY  HOME SWEET HOME DOORMAT;6;6.75;40.5;DOOR MAT TOPIARY;5.0;6.75;33.75
17231;2009-12-20 12:04:00;United Kingdom;MA CAMPAGNE CUTLERY BOX;1;14.95;14.95;SET OF 2 FANCY FONT TEA TOWELS;5.0;2.95;14.75
17231;2009-12-20 12:05:00;United Kingdom;GREEN CHRISTMAS TREE CARD HOLDER;-1;4.25;-4.25;;;;
17851;2009-12-20 12:06:00;United Kingdom;SET OF THREE VINTAGE GIFT WRAPS;33;1.95;64.35;RIBBON REEL STRIPES DESIGN ;15.0;1.65;24.75
15456;2009-12-20 12:10:00;United Kingdom;AFGHAN SLIPPER SOCK PAIR;20;3.45;69.0;PLEASE ONE PERSON  METAL SIGN;12.0;2.1;25.200000000000003
14299;2009-12-20 12:21:00;United Kingdom;RED SPOT HEART HOT WATER BOTTLE;48;4.25;204.0;SCOTTIE DOG HOT WATER BOTTLE;48.0;4.25;204.0
15518;2009-12-20 12:21:00;United Kingdom;RETRO SPOT CAKE STAND;4;10.95;43.8;SET/5 RED SPOTTY LID GLASS BOWLS;10.0;2.95;29.5
17211;2009-12-20 12:28:00;United Kingdom;GARLAND WITH STARS AND BELLS;6;4.95;29.700000000000003;RETRO SPOT TEA SET CERAMIC 11 PC ;4.0;4.95;19.8
17211;2009-12-20 12:29:00;United Kingdom;GARLAND WITH HEARTS AND BELLS;6;4.95;29.700000000000003;GARLAND WITH STARS AND BELLS;6.0;4.95;29.700000000000003
13078;2009-12-20 12:32:00;United Kingdom;SCOTTIE DOG HOT WATER BOTTLE;24;4.25;102.0;WHITE SKULL HOT WATER BOTTLE ;24.0;3.39;81.36
17624;2009-12-20 12:35:00;United Kingdom;CREAM SWEETHEART MINI CHEST;2;12.75;25.5;FRENCH STYLE EMBOSSED HEART CABINET;1.0;21.95;21.95
17858;2009-12-20 12:47:00;United Kingdom; WHITE CHERRY LIGHTS;24;5.45;130.8;GOLD  CHERRY LIGHTS;24.0;5.45;130.8
17085;2009-12-20 13:01:00;United Kingdom;S/4 CACTI CANDLES;8;4.95;39.6;FULL ENGLISH BREAKFAST PLATE;6.0;3.75;22.5
13871;2009-12-20 13:09:00;United Kingdom;SMALL GLASS HEART TRINKET POT;16;2.1;33.6;WOODEN PICTURE FRAME WHITE FINISH;12.0;2.55;30.599999999999998
17920;2009-12-20 13:14:00;United Kingdom;MUSHROOM BLUE HOT WATER BOTTLE;18;2.95;53.1;FAWN BLUE HOT WATER BOTTLE;18.0;2.95;53.1
14560;2009-12-20 13:17:00;United Kingdom;SET/10 RED SPOTTY PARTY CANDLES;72;1.25;90.0;SET/10 IVORY SPOTTY PARTY CANDLES;72.0;1.25;90.0
17841;2009-12-20 13:28:00;United Kingdom;PICCADILLY TEA SET;1;14.95;14.95;SHOE SHINE BOX ;1.0;9.95;9.95
12609;2009-12-20 13:30:00;Germany;POSTAGE;2;18.0;36.0;SET/3 RUSSIAN DOLL STACKING TINS;6.0;4.95;29.700000000000003
16593;2009-12-20 13:37:00;United Kingdom;LARGE CAKE STAND  HANGING STRAWBERY;9;9.95;89.55;LARGE CAKE STAND HANGING HEARTS;6.0;9.95;59.699999999999996
14790;2009-12-20 13:47:00;United Kingdom;LUNCH BAG RED SPOTTY;20;1.65;33.0;LUNCH BAG  BLACK SKULL.;20.0;1.65;33.0
16779;2009-12-20 14:34:00;United Kingdom;HOT WATER BOTTLE TEA AND SYMPATHY;48;3.45;165.60000000000002;RED SPOTTY APRON ;20.0;5.95;119.0
14404;2009-12-20 14:40:00;United Kingdom;FOLDING UMBRELLA - RED/WHITE SPOT;12;4.95;59.400000000000006;PINK SWEETHEART BRACELET;7.0;4.25;29.75
14404;2009-12-20 14:44:00;United Kingdom;FOLDING UMBRELLA - RED/WHITE SPOT;-12;4.95;-59.400000000000006;;;;
14404;2009-12-20 14:45:00;United Kingdom;FOLDING UMBRELLA - RED/WHITE SPOT;24;1.95;46.8;;;;
15358;2009-12-20 14:59:00;United Kingdom;RED FLORAL FELTCRAFT SHOULDER BAG;8;3.75;30.0;GREEN FLORAL FELTCRAFT SHOULDER BAG;6.0;3.75;22.5
17961;2009-12-20 15:00:00;United Kingdom;SILVER GLASS T-LIGHT SET;1;2.95;2.95;FROSTED BOX 9 WHITE T-LIGHT CANDLES;1.0;0.42;0.42
14869;2009-12-20 15:01:00;United Kingdom;ANTIQUE SILVER TEA GLASS ETCHED;-1;1.25;-1.25;;;;
15329;2009-12-20 15:07:00;United Kingdom;STRAWBERRY CERAMIC TRINKET BOX;-1;1.25;-1.25;ASSORTED WHITE EMBOSSED CHINA MUGS;-1.0;2.1;-2.1
14911;2009-12-20 15:09:00;EIRE;CERAMIC BIRDHOUSE RED ROOF LARGE;-2;5.95;-11.9;;;;
17677;2009-12-20 15:14:00;United Kingdom;ANTIQUE LILY FAIRY LIGHTS;-2;4.95;-9.9;RETRO SPOT CAKE STAND;-1.0;10.95;-10.95
12683;2009-12-20 15:38:00;France;POSTAGE;5;18.0;90.0;SET OF 3 CASES WOODLAND DESIGN;12.0;5.45;65.4
13111;2009-12-21 09:00:00;United Kingdom; WHITE CHERRY LIGHTS;24;5.45;130.8;CHILLI LIGHTS;8.0;4.95;39.6
17696;2009-12-21 09:38:00;United Kingdom;BLUE POT PLANT CANDLE ;-1;1.25;-1.25;;;;
18051;2009-12-21 09:45:00;United Kingdom;HANGING FAIRY CAKE DECORATION;72;1.69;121.67999999999999;SET/3 RED GINGHAM ROSE STORAGE BOX;24.0;3.39;81.36
18102;2009-12-21 10:10:00;United Kingdom;UNION JACK GUNS & ROSES  DOORMAT;50;4.0;200.0;;;;
17675;2009-12-21 10:22:00;United Kingdom;PLEASE ONE PERSON  METAL SIGN;48;1.85;88.80000000000001;GIN + TONIC DIET METAL SIGN;48.0;1.85;88.80000000000001
14085;2009-12-21 11:08:00;United Kingdom;CHUNKY SILVER NECKLACE PASTEL FLOWE;4;9.95;39.8;CARNIVAL BRACELET;3.0;12.75;38.25
14987;2009-12-21 11:13:00;United Kingdom;WHITE HANGING HEART T-LIGHT HOLDER;42;2.55;107.1;;;;
14987;2009-12-21 11:14:00;United Kingdom;WHITE TISSUE REAM;1;7.95;7.95;;;;
12748;2009-12-21 11:31:00;United Kingdom;AFGHAN SLIPPER SOCK PAIR;200;2.95;590.0;ANT WHITE HIGH RISE BIRD BOX;2.0;8.5;17.0
13089;2009-12-21 11:38:00;United Kingdom;SILVER HANGING T-LIGHT HOLDER;96;1.45;139.2;LIGHT PINK CHERRY LIGHTS;24.0;5.45;130.8
